season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,temperature_celsius,wind_speed,humidity,clouds,league,date
2024-2025,17,1,2,3,8,2,10,4,3,0,0,5,2,10,2,15,4,8,11,59,41,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa),"Rua José Maria Nicolau, Lisboa",4,3,1.43,4.75,6.0,1.2,1.57,2.5,1.8,1.95,1.38,1.63,2.88,2.18,1.3,2.38,3.4,1.53,3,0,2,1,0,1,2,1736013600,172,0,34,0,-1,2,1,4,2,4,0,6,4,0,1,4,2,1,6,1,77,7,177,56,1.87,0.45,2.33,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,37,24,-1,-1,-1,1,2,15,59,66,25,66,Benfica,Sporting Braga,2.59,2.0,3.0,2.29,2.38,1.75,41,34,1.87,1.41,3.28,34,True,True,True,False,False,False,True,,16.11,85%,75%,Liga_Portugal,2025-01-04 18:00:00
2024-2025,17,1,1,2,5,7,12,2,3,1,0,3,14,2,3,5,17,11,6,55,45,Estádio Municipal de Rio Maior (Rio Maior),,3,3,2.4,3.0,3.17,1.5,2.54,5.0,2.1,1.67,1.68,2.08,2.02,1.63,1.57,3.75,2.25,1.25,2,1,1,0,0,0,2,1736100000,-1,0,67,0,-1,2,1,1,4,4,3,5,7,2,1,1,2,3,3,1,40,40,92,101,0.83,2.34,3.17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,33,27,1,6,11,1,8,7,48,81,34,73,Casa Pia,Famalicão,1.65,1.12,1.5,1.29,1.44,1.19,52,20,1.11,1.03,2.14,34,True,True,False,False,False,False,True,,15.7,83%,70%,Liga_Portugal,2025-01-05 18:00:00
2024-2025,18,0,3,3,0,8,8,1,1,0,0,1,11,1,17,2,28,16,11,46,54,Estádio do Rio Ave Futebol Clube (Vila do Conde),,1,1,9.0,5.75,1.3,1.1,1.47,2.2,1.95,1.8,1.34,1.54,2.9,2.25,1.25,2.2,3.75,1.62,3,0,2,0,1,1,2,1737223200,114,0,60,0,-1,2,1,0,6,0,2,6,2,0,0,1,1,0,2,1,27,53,72,101,0.4,2.91,3.31,0,1,0,1,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,82,53,83,Rio Ave FC,Sporting CP,1.53,2.24,2.0,2.22,1.18,2.41,25,18,1.26,1.79,3.05,34,True,True,True,False,False,False,False,,1.14,81%,0%,Liga_Portugal,2025-01-18 18:00:00
2024-2025,18,3,1,4,4,6,10,3,6,0,2,3,3,4,11,7,14,10,18,41,59,Estádio Cidade de Barcelos (Barcelos),,3,10,7.5,4.4,1.4,1.3,1.91,3.6,2.25,1.57,1.6,1.97,2.14,1.71,1.4,3.0,2.75,1.36,4,1,0,2,1,3,1,1737318600,183,0,44,0,-1,2,1,2,4,2,2,6,4,3,2,0,6,5,6,1,28,78,45,126,0.85,1.66,2.52,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,15,24,1,17,10,1,14,4,50,88,38,69,Gil Vicente,Porto,1.18,1.71,1.63,1.63,1.12,2.35,50,13,1.1,1.14,2.24,34,True,True,True,True,False,False,True,,5.97,93%,100%,Liga_Portugal,2025-01-19 20:30:00
2024-2025,18,2,3,5,7,1,8,2,2,0,0,2,3,13,7,15,10,14,16,60,40,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",2,2,1.73,3.5,5.25,1.42,2.35,4.05,2.2,1.62,1.77,2.23,1.89,1.55,1.5,3.5,2.5,1.29,5,1,2,1,1,2,3,1737214200,164,0,30,0,-1,2,1,3,0,4,1,3,5,1,0,1,2,1,3,1,51,20,128,98,1.47,1.0,2.46,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,54,29,66,Santa Clara,GD Estoril Praia,1.88,1.24,2.11,0.75,1.82,1.06,58,47,1.28,0.98,2.26,34,True,True,True,True,True,False,True,,8.05,68%,20%,Liga_Portugal,2025-01-18 15:30:00
2024-2025,18,2,3,5,2,3,5,3,2,1,0,5,7,5,3,10,10,13,14,36,64,Estádio do Bessa Século XXI (Porto),,5,2,3.25,3.1,2.33,1.45,2.3,4.5,2.0,1.75,1.63,2.11,2.09,1.65,1.53,3.5,2.38,1.29,5,1,2,1,1,2,3,1737404100,4810,0,32,0,-1,2,1,0,2,2,1,2,3,1,1,3,1,2,4,1,37,26,74,96,1.25,1.32,2.57,0,0,0,0,0,0,1,1,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,76,19,57,Boavista FC,Casa Pia,0.35,1.0,0.38,1.38,0.71,1.41,69,26,1.19,0.92,2.11,34,True,True,True,True,True,False,True,,11.5,94%,75%,Liga_Portugal,2025-01-20 20:15:00
2024-2025,18,4,0,4,7,2,9,3,0,0,0,11,0,8,1,19,1,13,8,58,42,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa),"Rua José Maria Nicolau, Lisboa",3,0,1.2,6.6,14.0,1.16,1.67,2.25,2.2,1.62,1.41,1.67,2.6,2.02,1.29,2.25,3.5,1.57,4,2,0,2,0,2,2,1737144900,78,0,60,0,-1,2,1,4,0,3,2,4,5,3,0,0,0,3,0,1,49,28,112,67,2.32,0.28,2.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,83,53,82,Benfica,Famalicão,2.59,1.12,2.67,1.25,2.24,1.18,30,18,1.87,1.2,3.07,34,True,True,True,True,False,False,False,,4,66%,0%,Liga_Portugal,2025-01-17 20:15:00
2024-2025,18,0,1,1,1,8,9,3,1,0,0,5,5,4,10,9,15,21,10,26,74,Estádio José Gomes (Amadora),,3,1,4.7,3.85,1.68,1.25,1.8,3.1,1.8,1.95,1.42,1.7,2.55,2.0,1.36,2.63,3.0,1.44,1,0,0,0,1,1,0,1737309600,172,0,47,0,-1,2,1,1,1,0,7,2,7,0,0,3,1,0,4,1,27,52,84,139,1.12,1.69,2.81,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,71,29,64,Estrela Amadora,Sporting Braga,1.12,2.0,1.56,2.38,0.94,1.82,42,30,1.04,1.29,2.33,34,True,False,False,False,False,False,False,,13.8,86%,75%,Liga_Portugal,2025-01-19 18:00:00
2024-2025,18,0,0,0,6,3,9,2,4,0,0,1,1,14,5,15,6,16,14,66,34,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos),,2,4,1.85,3.2,4.4,1.5,2.37,5.0,2.2,1.62,1.48,1.77,2.4,1.9,1.57,3.75,2.25,1.25,0,0,0,0,0,0,0,1737300600,-1,0,54,0,-1,2,1,3,1,2,2,4,4,0,2,2,2,2,4,1,57,36,118,78,1.43,0.72,2.15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,71,25,60,Moreirense FC,Farense,1.53,0.94,1.88,0.78,1.29,0.82,64,29,1.01,0.88,1.89,34,False,False,False,False,False,False,False,,11.01,86%,100%,Liga_Portugal,2025-01-19 15:30:00
2024-2025,18,2,2,4,9,5,14,1,3,0,0,7,5,8,14,15,19,13,9,53,47,Estádio Dom Afonso Henriques (Guimarães),,1,3,1.57,4.0,6.0,1.3,1.93,3.5,1.95,1.8,1.34,1.58,2.85,2.18,1.4,3.0,2.75,1.36,4,2,0,0,2,2,2,1737232200,-1,0,53,0,-1,2,1,7,1,2,4,8,6,1,0,0,3,1,3,1,45,40,108,91,1.77,1.84,3.6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,71,36,77,Vitória Guimarães,FC Arouca,1.88,1.0,1.88,0.78,1.47,0.88,29,29,1.2,0.98,2.18,34,True,True,True,True,False,False,True,,3.76,79%,0%,Liga_Portugal,2025-01-18 20:30:00
2024-2025,18,3,1,4,4,6,10,2,4,0,0,7,4,9,12,16,16,12,14,49,51,Estádio da Madeira (Funchal (Ilha da Madeira)),,2,4,2.1,3.1,3.5,1.42,2.25,4.33,1.95,1.8,1.46,1.75,2.45,1.92,1.5,3.4,2.5,1.3,4,3,1,0,0,0,4,1737300600,163,0,38,0,-1,2,1,2,2,2,4,4,6,0,1,2,3,1,5,1,22,44,72,100,1.66,1.61,3.27,1,1,1,0,0,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,75,44,63,CD Nacional,AVS,1.41,0.71,1.63,0.63,0.94,0.88,69,25,1.05,0.87,1.92,34,True,True,True,True,False,False,True,,,,,Liga_Portugal,2025-01-19 15:30:00
2024-2025,19,1,0,1,2,5,7,3,3,0,0,5,2,8,5,13,7,17,20,43,57,Estádio António Coimbra da Mota (Estoril),,3,3,5.76,1.73,2.8,1.33,1.99,3.75,1.9,1.87,1.48,1.79,2.38,1.87,1.39,2.95,2.75,1.35,1,0,0,1,0,1,0,1737905400,164,0,44,0,-1,2,1,2,1,0,4,3,4,3,1,0,2,4,2,1,25,34,110,117,1.36,0.85,2.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,62,39,67,GD Estoril Praia,Vitória Guimarães,1.47,1.29,1.33,1.11,1.17,1.44,56,39,1.02,1.37,2.39,34,True,False,False,False,False,False,False,,19.57,83%,75%,Liga_Portugal,2025-01-26 15:30:00
2024-2025,19,1,2,3,9,2,11,5,4,0,0,5,2,10,7,15,9,16,10,54,46,Estádio de São Lúis (Faro),,5,4,2.45,3.05,2.85,1.48,2.1,4.75,2.0,1.7,1.45,1.75,2.48,1.92,1.51,3.3,2.37,1.29,3,0,1,1,1,2,1,1737819000,171,0,30,0,-1,2,1,6,1,3,1,7,4,1,1,4,3,2,7,1,59,25,99,74,1.72,0.9,2.62,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,59,35,82,Farense,Rio Ave FC,0.65,0.71,0.88,0.44,0.83,1.11,59,42,0.99,0.8,1.79,34,True,True,True,False,False,False,True,,11.5,63%,20%,Liga_Portugal,2025-01-25 15:30:00
2024-2025,19,1,0,1,1,8,9,3,1,0,0,1,0,7,9,8,9,17,10,31,69,Estádio Clube Desportivo das Aves (Vila das Aves),,3,1,2.75,3.0,2.62,1.44,2.25,4.5,1.95,1.8,1.5,1.85,2.33,1.85,1.53,3.5,2.38,1.29,1,0,0,1,0,1,0,1738008900,998595,0,50,0,-1,2,1,0,2,1,6,2,7,1,0,2,1,1,3,1,23,55,80,123,0.75,0.98,1.73,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,67,22,62,AVS,Gil Vicente,0.88,0.82,1.11,0.67,0.83,1.22,61,33,1.12,0.77,1.89,34,True,False,False,False,False,False,False,,,,,Liga_Portugal,2025-01-27 20:15:00
2024-2025,19,1,0,1,10,2,12,3,0,0,0,5,2,11,6,16,8,18,11,50,50,Estádio Municipal de Arouca (Arouca),,3,0,2.2,3.25,3.3,1.45,2.3,4.5,2.0,1.7,1.53,1.86,2.28,1.8,1.49,3.3,2.4,1.29,1,0,0,1,0,1,0,1737749700,167,0,53,0,-1,2,1,7,0,3,2,7,5,2,0,1,0,2,1,1,36,40,115,87,1.63,0.94,2.57,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,71,11,77,FC Arouca,Moreirense FC,1.24,0.82,1.0,0.78,0.89,1.28,54,30,0.96,1.05,2.01,34,True,False,False,False,False,False,False,,12.66,58%,40%,Liga_Portugal,2025-01-24 20:15:00
2024-2025,19,1,1,2,7,2,9,4,5,0,1,6,0,16,1,22,1,12,23,78,22,Estádio Do Dragão (Porto),,4,6,1.89,2.34,6.52,1.35,2.14,3.85,2.3,1.55,1.52,1.84,2.28,1.82,1.4,2.88,2.75,1.36,2,0,1,1,0,1,1,1737914400,-1,0,30,0,-1,2,1,3,1,4,1,4,5,3,1,1,5,4,6,1,84,11,142,50,2.41,0.15,2.57,2,0,0,0,2,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,82,30,65,Porto,Santa Clara,2.47,1.47,3.0,1.5,2.22,1.72,48,19,1.82,0.94,2.76,34,True,True,False,False,False,False,True,,24.16,94%,75%,Liga_Portugal,2025-01-26 18:00:00
2024-2025,19,3,1,4,2,9,11,2,0,0,0,3,5,4,10,7,15,12,10,39,61,Estádio Municipal de Rio Maior (Rio Maior),,2,0,8.5,5.0,1.3,1.2,1.7,2.8,2.0,1.75,1.47,1.7,2.43,1.95,1.33,2.5,3.25,1.5,4,1,1,2,0,2,2,1737828000,4810,0,53,0,-1,2,1,2,2,0,7,4,7,0,0,2,0,0,2,1,19,59,65,102,0.8,1.72,2.52,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,83,29,77,Casa Pia,Benfica,1.65,2.12,1.44,1.75,1.5,2.28,77,18,1.08,1.55,2.63,34,True,True,True,True,False,False,True,,3.51,76%,46%,Liga_Portugal,2025-01-25 18:00:00
2024-2025,19,0,0,0,5,2,7,1,3,0,0,0,2,9,4,9,6,14,15,69,31,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,1,3,1.83,3.3,4.2,1.4,2.15,4.2,2.0,1.7,1.53,1.85,2.28,1.81,1.46,3.1,2.5,1.32,0,0,0,0,0,0,0,1737819000,-1,0,41,0,-1,2,1,1,2,4,0,3,4,0,0,1,3,0,4,1,59,17,129,68,1.01,0.65,1.66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,65,13,71,Famalicão,Estrela Amadora,1.65,0.59,1.11,0.25,1.11,0.89,71,36,0.98,0.94,1.92,34,False,False,False,False,False,False,False,,9.33,72%,57%,Liga_Portugal,2025-01-25 15:30:00
2024-2025,19,3,0,3,11,3,14,2,0,0,1,5,2,10,6,15,8,12,7,68,32,Estádio Municipal de Braga (Braga),,2,2,1.22,6.26,12.16,1.16,1.52,2.75,2.1,1.67,1.53,1.8,2.41,1.91,1.29,2.25,3.5,1.57,3,2,0,1,0,1,2,1737923400,172,0,56,0,-1,2,1,7,2,4,1,9,5,0,0,2,1,0,3,1,64,24,128,67,1.77,0.82,2.59,1,0,1,0,0,0,1,1,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,78,28,73,Sporting Braga,Boavista FC,1.88,1.06,1.33,1.0,1.89,0.67,39,22,1.52,0.79,2.31,34,True,True,True,False,False,False,False,,19.39,90%,100%,Liga_Portugal,2025-01-26 20:30:00
2024-2025,19,2,0,2,6,2,8,1,1,0,0,5,0,10,2,15,2,12,16,64,36,Estádio José Alvalade (Lisboa),,1,1,1.14,7.5,13.0,1.11,1.36,1.99,2.0,1.73,1.27,1.44,3.3,2.48,1.2,1.93,4.0,1.77,2,1,0,1,0,1,1,1737837000,114,0,41,0,-1,2,1,2,0,4,2,2,6,0,1,1,0,1,1,1,83,23,145,62,1.9,0.3,2.21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,66,36,83,Sporting CP,CD Nacional,2.59,0.59,2.63,0.33,2.44,1.06,59,35,1.9,1.22,3.12,34,True,True,False,False,False,False,False,,6.91,81%,20%,Liga_Portugal,2025-01-25 20:30:00
2024-2025,20,2,0,2,8,2,10,1,4,0,1,9,0,6,2,15,2,14,20,73,27,Estádio Dom Afonso Henriques (Guimarães),,1,5,1.44,4.2,6.5,1.3,2.05,3.6,2.1,1.67,1.42,1.68,2.55,2.0,1.4,2.75,2.75,1.4,2,0,0,2,0,2,0,1738441800,175,0,62,0,-1,2,1,3,2,5,0,5,5,1,3,0,2,4,2,1,65,14,158,53,2.06,0.24,2.3,0,0,0,0,0,0,1,1,0,0,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,78,50,78,Vitória Guimarães,AVS,1.88,0.71,1.78,0.56,1.37,0.95,39,22,1.26,0.95,2.21,34,True,True,False,False,False,False,False,,5.99,91%,100%,Liga_Portugal,2025-02-01 20:30:00
2024-2025,20,0,2,2,2,7,9,3,1,0,0,1,5,4,15,5,20,12,16,45,55,Estádio do Bessa Século XXI (Porto),,3,1,3.42,3.14,2.26,1.42,2.4,4.5,2.02,1.71,1.53,1.91,2.41,1.8,1.5,3.4,2.41,1.27,2,0,1,0,1,1,1,1738354500,1033,0,50,0,-1,2,1,0,3,2,4,3,6,1,0,2,1,1,3,1,43,64,120,93,0.72,2.07,2.78,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,78,39,73,Boavista FC,Famalicão,0.35,1.12,0.33,1.11,0.63,1.11,50,22,1.19,1.09,2.28,34,True,True,False,False,False,False,False,,2.3,91%,20%,Liga_Portugal,2025-01-31 20:15:00
2024-2025,20,2,1,3,5,2,7,3,3,0,0,5,1,11,4,16,5,0,1,54,46,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",3,3,2.1,2.9,3.8,1.55,2.45,5.0,2.15,1.61,1.71,1.95,1.97,1.77,1.52,3.5,2.35,1.26,3,0,1,2,0,2,1,1738423800,1028,0,37,0,-1,2,1,2,0,3,2,2,5,0,0,3,3,0,6,1,38,32,106,61,1.64,0.62,2.26,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,70,37,58,Santa Clara,Casa Pia,1.88,1.0,1.9,1.56,1.68,1.58,63,31,1.3,0.96,2.26,34,True,True,True,False,False,False,True,,17.27,82%,75%,Liga_Portugal,2025-02-01 15:30:00
2024-2025,20,3,1,4,9,1,10,1,0,0,0,7,2,13,5,20,7,12,8,71,29,Estádio José Alvalade (Lisboa),,1,0,1.12,9.0,14.0,1.13,1.4,2.1,2.25,1.57,1.36,1.58,2.8,2.16,1.22,2.1,4.0,1.67,4,2,1,1,0,1,3,1738519200,114,0,37,0,-1,2,1,4,1,5,0,5,5,0,0,1,0,0,1,1,79,17,142,64,2.33,0.71,3.04,0,0,0,0,0,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,69,27,70,Sporting CP,Farense,2.59,0.94,2.67,0.8,2.47,0.79,68,31,1.9,0.86,2.76,34,True,True,True,True,False,False,True,,17.27,66%,0%,Liga_Portugal,2025-02-02 18:00:00
2024-2025,20,1,2,3,3,3,6,0,1,1,0,8,5,4,13,12,18,12,14,47,53,Estádio Cidade de Barcelos (Barcelos),,2,1,2.15,3.0,3.6,1.38,2.0,4.0,1.95,1.8,1.48,1.8,2.38,1.85,1.5,3.4,2.5,1.3,3,1,1,0,1,1,2,1738432800,164,0,56,0,-1,2,1,1,0,2,3,1,5,0,1,1,0,1,1,1,30,45,97,120,1.54,1.82,3.36,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,73,28,73,Gil Vicente,GD Estoril Praia,1.18,1.24,1.78,1.0,1.16,1.26,39,28,1.07,0.98,2.05,34,True,True,True,False,False,False,True,,3.62,97%,100%,Liga_Portugal,2025-02-01 18:00:00
2024-2025,20,2,3,5,0,7,7,3,2,0,0,3,10,4,6,7,16,14,17,41,59,Estádio José Gomes (Amadora),,3,2,8.5,5.8,1.25,1.18,1.61,2.6,2.05,1.7,1.42,1.7,2.55,2.05,1.3,2.38,3.4,1.53,5,1,3,1,0,1,4,1738528200,78,0,47,0,-1,2,1,0,3,0,4,3,4,1,1,2,1,2,3,1,18,36,68,102,0.79,1.97,2.77,0,1,0,0,0,1,1,1,0,2,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,80,37,74,Estrela Amadora,Benfica,1.12,2.12,1.4,1.56,0.89,2.16,54,21,1.04,1.57,2.61,34,True,True,True,True,True,False,True,,18.41,69%,0%,Liga_Portugal,2025-02-02 20:30:00
2024-2025,20,1,2,3,1,9,10,2,1,0,0,7,6,4,7,11,13,18,11,38,62,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos),,2,1,4.0,3.5,1.85,1.36,1.95,3.75,1.91,1.91,1.56,1.85,2.23,1.85,1.44,3.0,2.63,1.36,3,1,0,0,2,2,1,1738608300,172,0,45,0,-1,2,1,1,2,0,7,3,7,1,0,1,1,1,2,1,28,51,98,123,1.4,1.62,3.02,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,62,22,50,Moreirense FC,Sporting Braga,1.53,2.0,1.78,2.44,1.21,1.95,56,39,1.06,1.33,2.39,34,True,True,True,False,False,False,True,,3.6,76%,0%,Liga_Portugal,2025-02-03 18:45:00
2024-2025,20,2,2,4,3,5,8,1,3,1,0,3,10,7,14,10,24,18,8,31,69,Estádio do Rio Ave Futebol Clube (Vila do Conde),,3,3,6.5,4.4,1.44,1.22,1.73,2.95,1.95,1.8,1.42,1.7,2.55,1.95,1.33,2.63,3.25,1.44,4,1,0,1,2,3,1,1738615500,-1,0,50,0,-1,2,1,3,2,0,3,5,3,0,0,2,3,0,5,1,27,74,74,134,1.04,2.75,3.79,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,89,44,84,Rio Ave FC,Porto,1.53,1.71,1.78,1.44,1.21,2.16,39,11,1.17,1.2,2.37,34,True,True,True,True,False,False,True,,0,87%,0%,Liga_Portugal,2025-02-03 20:45:00
2024-2025,20,1,2,3,3,3,6,6,1,0,1,6,6,14,4,20,10,0,1,60,40,Estádio da Madeira (Funchal (Ilha da Madeira)),,6,3,2.5,3.1,2.8,1.38,1.02,3.8,1.85,1.82,1.45,1.7,2.45,2.05,1.44,3.0,2.55,1.33,3,1,2,0,0,0,3,1738423800,167,0,41,0,-1,2,1,1,2,2,1,3,3,2,0,4,2,2,6,1,44,78,97,63,2.0,1.6,3.6,0,1,0,1,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,74,42,68,CD Nacional,FC Arouca,1.41,1.0,1.78,0.8,1.0,1.0,49,26,1.12,1.07,2.19,34,True,True,True,False,False,False,True,,13.8,68%,20%,Liga_Portugal,2025-02-01 15:30:00
2024-2025,21,1,0,1,5,2,7,4,4,0,0,4,4,12,8,16,12,17,16,57,43,Estádio Municipal de Rio Maior (Rio Maior),,4,4,1.8,3.3,4.5,1.45,2.2,4.5,2.05,1.7,1.49,1.7,2.38,2.05,1.5,3.4,2.5,1.3,1,1,0,0,0,0,1,1739133000,4810,0,52,0,-1,2,1,4,2,1,0,6,1,1,2,3,2,3,5,1,45,40,92,100,1.61,1.33,2.95,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,68,31,74,Casa Pia,Estrela Amadora,1.65,0.59,1.6,0.33,1.5,0.85,74,32,1.05,0.91,1.96,34,True,False,False,False,False,False,False,,0.81,96%,100%,Liga_Portugal,2025-02-09 20:30:00
2024-2025,21,0,2,2,12,3,15,1,3,1,1,5,4,17,6,22,10,16,15,56,44,Estádio de São Lúis (Faro),,3,4,2.25,3.1,3.1,1.42,2.15,4.33,1.95,1.8,1.26,1.49,3.3,2.35,1.5,3.4,2.5,1.3,2,0,0,0,2,2,0,1739115000,163,0,42,0,-1,2,1,2,2,10,1,4,11,2,2,0,2,4,2,1,69,28,122,91,2.23,1.12,3.36,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,58,21,79,Farense,CD Nacional,0.65,0.59,0.78,0.3,0.75,0.95,57,42,1.07,1.13,2.2,34,True,True,False,False,False,False,False,,6.91,72%,20%,Liga_Portugal,2025-02-09 15:30:00
2024-2025,21,0,0,0,4,11,15,3,2,0,0,3,4,6,6,9,10,16,19,28,72,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,3,2,3.3,3.0,2.25,1.44,2.3,4.5,2.0,1.71,0.0,0.0,0.0,0.0,1.49,3.3,2.4,1.29,0,0,0,0,0,0,0,1739046600,-1,0,40,0,-1,2,1,4,3,0,8,7,8,1,1,2,1,2,3,1,26,64,55,124,0.97,1.39,2.35,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,55,10,60,Famalicão,Vitória Guimarães,1.65,1.29,1.1,1.0,1.2,1.45,70,45,0.99,1.32,2.31,34,False,False,False,False,False,False,False,,2.86,80%,100%,Liga_Portugal,2025-02-08 20:30:00
