season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_under05,pinnacle_1st_half_over05,pinnacle_ft_x,pinnacle_ft_1,pinnacle_ft_2,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_corners_over_95,pinnacle_corners_under_95,date
2022-2023,10,1,0,1,8,3,11,1,0,0,0,7,4,9,3,23,8,13,12,51,49,Otkritie Bank Arena (Moskva),,1,0,1.6,4.2,4.75,1.2,1.81,2.14,1.66,2.17,1.43,1.78,2.66,1.99,1.32,2.49,3.26,1.51,1,1,0,0,0,0,1,1663516800,924,0,34,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,1,0,0,0,0,1.94,1.08,3.01,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,14,30,1,16,15,1,7,13,88,100,29,59,Spartak Moskva,Lokomotiv Moskva,2.13,1.6,2.0,0.75,1.78,1.0,13,0,1.63,1.18,2.81,30,True,False,False,False,False,False,False,Russian_Premier_League,,9.71,89%,100%,,,,,,,,,,,,,,,2022-09-18 16:00:00
2022-2023,10,2,1,3,5,4,9,2,3,0,0,4,5,4,7,11,17,10,8,46,54,Rostov Arena (Rostov-na-Donu),,2,3,1.98,3.45,3.5,1.27,1.93,3.1,1.76,2.01,1.52,1.87,2.43,1.87,1.38,2.74,2.94,1.43,3,1,1,1,0,1,2,1663421400,71,0,60,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,2,2,1,2,3,1,0,0,0,0,1.15,1.44,2.6,1,0,1,0,0,0,1,1,1,0,-1,-1,0,0,1,12,20,1,9,11,1,7,5,60,70,30,70,Rostov,Krylya Sovetov,2.0,0.93,2.2,1.6,2.11,1.11,40,30,1.46,1.56,3.02,30,True,True,True,False,False,False,True,Russian_Premier_League,,1.01,43%,77%,,,,,,,,,,,,,,,2022-09-17 13:30:00
2022-2023,10,3,1,4,4,3,7,2,3,0,0,13,4,3,3,17,13,10,8,43,57,Stadion FK Krasnodar (Krasnodar),,2,3,1.62,4.4,5.8,1.2,1.8,2.62,1.71,2.09,1.57,2.02,2.28,1.76,1.32,2.46,3.26,1.52,4,2,0,1,1,2,2,1663507800,926,0,68,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,3,1,0,0,0,0,2.16,1.07,3.23,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,1,16,22,1,13,12,1,5,5,78,88,48,80,Krasnodar,Khimki,1.87,0.33,2.0,0.75,1.89,0.89,23,13,1.54,1.12,2.66,30,True,True,True,True,False,False,True,Russian_Premier_League,,8.21,30%,19%,,,,,,,,,,,,,,,2022-09-18 13:30:00
2022-2023,10,0,2,2,3,8,11,4,1,1,0,2,8,4,10,8,22,20,4,35,65,VTB Arena (Moskva),,5,1,3.9,3.6,1.83,1.21,1.82,2.73,1.86,1.9,1.49,1.88,2.47,1.88,1.33,2.52,3.2,1.5,2,0,1,0,1,1,1,1663430400,921,0,45,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,3,0,3,3,1,0,0,0,0,0.8,2.1,2.9,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,21,19,1,5,22,1,11,7,45,68,20,65,Dinamo Moskva,Zenit,1.73,2.0,2.2,2.0,1.78,2.56,55,33,1.27,1.56,2.83,30,True,True,False,False,False,False,False,Russian_Premier_League,,9.17,78%,73%,,,,,,,,,,,,,,,2022-09-17 16:00:00
2022-2023,10,1,1,2,10,3,13,4,4,0,1,5,3,7,2,16,8,13,11,68,32,Olimpiyskiy Stadion Fisht (Sochi),,4,5,1.56,4.68,6.2,1.19,1.6,2.53,1.85,1.91,1.42,1.76,2.69,2.02,1.31,2.43,3.32,1.53,2,1,1,0,0,0,2,1663507800,-1,0,100,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,3,5,1,8,1,0,0,0,0,1.53,0.77,2.3,0,0,0,0,0,0,1,1,0,1,-1,-1,1,0,1,18,10,1,13,14,1,6,13,90,100,58,90,FK Sochi,Fakel,1.87,0.67,3.0,0.4,1.78,0.78,10,0,2.08,1.29,3.37,30,True,True,False,False,False,False,True,Russian_Premier_League,,7.99,68%,25%,,,,,,,,,,,,,,,2022-09-18 13:30:00
2022-2023,10,1,0,1,2,7,9,6,3,0,0,5,2,3,17,11,24,18,13,35,65,Stadion Luzhniki (Moskva),,6,3,8.17,5.09,1.33,1.22,1.72,2.73,1.98,1.78,1.52,1.87,2.43,1.87,1.33,2.54,3.2,1.49,1,1,0,0,0,0,1,1663412400,936,0,63,0,-1,-1,1,-1,-1,-1,-1,-1,-1,3,1,3,2,4,5,1,0,0,0,0,1.06,1.84,2.9,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,26,23,1,14,19,1,22,4,63,63,50,63,Torpedo Moskva,CSKA Moskva,0.47,1.47,0.0,1.25,0.11,2.22,38,38,1.41,1.41,2.82,30,True,False,False,False,False,False,False,Russian_Premier_League,,13.22,67%,100%,,,,,,,,,,,,,,,2022-09-17 11:00:00
2022-2023,10,0,2,2,4,4,8,1,3,0,0,4,7,3,3,12,11,6,14,56,44,Stadion Nizhny Novgorod (Nizhniy Novgorod),,1,3,2.19,3.66,3.48,1.28,1.97,3.2,1.75,2.03,1.57,2.02,2.28,1.76,1.39,2.82,2.9,1.41,2,0,1,0,1,1,1,1663498800,922,0,80,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,2,1,1,2,2,1,0,0,0,0,1.17,1.45,2.62,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,30,31,1,14,8,1,5,7,90,100,68,100,Olimpiyets,Orenburg,1.27,0.87,1.25,0.0,1.33,1.0,10,0,1.57,1.28,2.85,30,True,True,False,False,False,False,False,Russian_Premier_League,,4.47,82%,75%,,,,,,,,,,,,,,,2022-09-18 11:00:00
2022-2023,10,1,2,3,11,4,15,1,2,0,0,6,7,6,5,17,14,9,9,60,40,Ekaterinburg Arena (Ekaterinburg),,1,2,2.72,3.4,2.4,1.29,1.93,3.26,1.75,2.03,1.52,1.87,2.43,1.87,1.4,2.86,2.86,1.4,3,0,1,1,1,2,1,1663405200,923,0,60,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,1,0,0,0,0,1.64,1.61,3.25,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,30,19,1,13,10,1,7,7,70,90,48,70,Ural,Akhmat Grozny,1.27,1.73,0.6,1.5,0.44,1.22,30,10,1.48,1.43,2.91,30,True,True,True,False,False,False,True,Russian_Premier_League,,13.42,48%,0%,,,,,,,,,,,,,,,2022-09-17 09:00:00
2022-2023,11,3,1,4,5,3,8,1,0,0,0,10,3,8,4,22,8,14,7,54,46,Saint-Petersburg Stadium (Sankt-Peterburg (St. Petersburg)),,1,0,1.34,4.27,6.59,1.14,1.45,2.55,1.95,1.81,1.46,1.76,2.6,2.0,1.28,2.3,3.54,1.59,4,1,0,2,1,3,1,1664717400,921,0,48,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,1,0,0,0,0,2.15,0.83,2.98,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,14,16,1,8,14,1,3,12,65,88,45,68,Zenit,Rostov,2.67,1.53,3.0,2.0,2.6,2.2,35,13,2.3,1.51,3.81,30,True,True,True,True,False,False,True,Russian_Premier_League,,8.05,57%,0%,,,,,,,,,,,,,,,2022-10-02 13:30:00
2022-2023,11,0,0,0,9,3,12,2,1,0,0,5,5,9,3,22,8,7,12,42,58,Solidarnost Arena (Samara),,2,1,1.97,3.5,3.4,1.22,1.8,2.77,1.63,2.22,1.6,2.0,2.25,1.76,1.33,2.54,3.18,1.49,0,0,0,0,0,0,0,1664812800,-1,0,63,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,1,1,0,0,0,0,1.55,1.11,2.66,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,19,21,1,12,7,1,4,9,38,75,25,63,Krylya Sovetov,Krasnodar,1.2,1.33,0.5,1.75,1.0,2.0,63,25,1.47,1.22,2.69,30,False,False,False,False,False,False,False,Russian_Premier_League,,14.61,29%,97%,,,,,,,,,,,,,,,2022-10-03 16:00:00
2022-2023,11,2,4,6,0,5,5,0,2,1,1,5,9,3,6,11,21,6,8,41,59,RZD Arena (Moskva),,2,4,1.78,3.7,4.05,1.27,1.93,3.14,1.81,1.95,1.45,1.76,2.6,2.0,1.38,2.78,2.94,1.42,6,0,2,2,2,4,2,1664640000,930,0,63,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,3,1,3,1,0,0,0,0,1.13,2.03,3.16,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,1,12,15,1,13,7,1,12,7,55,88,43,55,Lokomotiv Moskva,Ural,1.4,1.13,1.2,0.25,0.9,0.4,45,13,1.94,0.94,2.88,30,True,True,True,True,True,True,True,Russian_Premier_League,,7.11,88%,94%,,,,,,,,,,,,,,,2022-10-01 16:00:00
2022-2023,11,2,1,3,4,5,9,3,3,1,0,7,3,3,9,11,14,12,8,41,59,Akhmat Arena (Groznyi),,4,3,2.34,3.26,2.63,1.27,1.8,3.14,1.71,2.09,1.52,1.87,2.43,1.87,1.38,2.78,2.94,1.42,3,2,0,0,1,1,2,1664726400,923,0,78,0,-1,-1,1,-1,-1,-1,-1,-1,-1,3,2,1,1,5,2,1,0,0,0,0,1.4,1.31,2.71,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,20,26,1,9,15,1,10,8,68,90,58,90,Akhmat Grozny,Dinamo Moskva,1.6,1.27,1.0,1.25,1.4,1.6,33,10,1.44,1.32,2.76,30,True,True,True,False,False,False,True,Russian_Premier_League,,2.24,72%,0%,,,,,,,,,,,,,,,2022-10-02 16:00:00
2022-2023,11,4,1,5,6,4,10,3,3,0,1,11,5,7,6,21,11,9,5,41,59,Stadion Gazovik (Rostoshi),,3,5,4.16,4.12,1.88,1.21,1.67,2.69,1.63,2.22,1.45,1.75,2.65,2.0,1.33,2.52,3.2,1.5,5,3,0,1,1,2,3,1664622000,922,0,55,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,4,1,0,6,1,1,0,0,0,0,2.32,1.54,3.86,2,0,2,0,0,0,1,1,1,0,-1,-1,0,0,1,11,23,1,3,10,1,8,9,88,88,23,68,Orenburg,FK Sochi,2.2,0.67,2.25,0.8,1.2,1.7,13,13,2.36,1.35,3.71,30,True,True,True,True,True,False,True,Russian_Premier_League,,12.19,41%,100%,,,,,,,,,,,,,,,2022-10-01 11:00:00
2022-2023,11,1,2,3,2,4,6,3,3,0,0,2,8,2,2,6,18,14,9,34,66,Stadion Nizhny Novgorod (Nizhniy Novgorod),,3,3,4.72,3.78,1.57,1.26,1.73,3.04,1.83,1.93,1.52,1.87,2.43,1.87,1.36,2.7,3.02,1.44,3,1,0,0,2,2,1,1664726400,924,0,74,0,14373,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,1,0,0,0,0,0.66,1.67,2.32,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,1,17,26,1,11,14,1,6,5,65,92,47,100,Olimpiyets,Spartak Moskva,1.27,1.47,1.0,1.67,1.2,1.9,35,9,1.49,1.92,3.41,30,True,True,True,False,False,False,True,Russian_Premier_League,,0,100%,20%,,,,,,,,,,,,,,,2022-10-02 16:00:00
2022-2023,11,2,2,4,4,3,7,0,4,0,1,9,3,7,2,19,12,7,14,45,55,Central'nyi Stadion Profsoyuzov (Voronezh),,0,5,1.68,3.51,4.01,1.44,1.78,4.5,2.09,1.71,1.51,1.85,2.46,1.9,1.52,3.46,2.46,1.29,4,2,1,0,1,1,3,1664708400,-1,0,35,0,12457,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,4,1,4,1,0,0,0,0,2.01,0.84,2.86,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,17,28,1,15,13,1,1,13,35,78,23,68,Fakel,Torpedo Moskva,1.33,0.27,1.25,0.2,0.8,0.4,65,23,1.46,0.85,2.31,30,True,True,True,True,False,False,True,Russian_Premier_League,,15.66,73%,0%,,,,,,,,,,,,,,,2022-10-02 11:00:00
2022-2023,11,1,2,3,11,1,12,1,2,0,0,3,6,3,6,9,15,7,11,62,38,Arena Khimki (Khimki),,1,2,7.0,4.74,1.51,1.23,1.81,2.81,1.82,1.94,1.52,1.87,2.43,1.87,1.34,2.57,3.14,1.48,3,0,2,1,0,1,2,1664631000,101,0,40,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,1,0,0,0,0,1.03,1.54,2.57,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,12,26,1,15,7,1,9,7,50,60,30,60,Khimki,CSKA Moskva,0.87,1.47,1.0,1.0,0.8,2.0,50,40,1.32,1.49,2.81,30,True,True,True,False,False,False,True,Russian_Premier_League,,4.47,100%,75%,,,,,,,,,,,,,,,2022-10-01 13:30:00
2022-2023,12,5,2,7,3,4,7,0,1,0,0,6,8,4,1,15,12,9,8,59,41,Otkritie Bank Arena (Moskva),,0,1,1.57,4.68,6.0,1.19,1.75,2.61,1.72,2.07,1.52,1.87,2.43,1.87,1.31,2.46,3.32,1.52,7,1,1,4,1,5,2,1665313200,924,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,1,54,35,85,69,1.44,1.38,2.83,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,1,24,19,1,11,13,1,5,8,71,79,38,71,Spartak Moskva,Krylya Sovetov,2.13,0.93,2.25,1.33,2.0,1.0,29,21,1.71,1.54,3.25,30,True,True,True,True,True,True,True,Russian_Premier_League,,11.72,65%,100%,,,,,,,,,,,,,,,2022-10-09 11:00:00
2022-2023,12,3,2,5,2,3,5,3,4,0,1,11,7,9,6,24,18,16,12,53,47,Rostov Arena (Rostov-na-Donu),,3,5,1.96,3.7,3.35,1.21,1.72,2.69,1.64,2.2,1.51,1.85,2.4,1.85,1.33,2.52,3.2,1.5,5,0,2,3,0,3,2,1665331200,71,0,64,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,3,3,2,3,5,1,0,0,0,0,2.43,1.57,4.0,1,0,1,0,0,0,1,1,0,1,-1,-1,0,2,1,12,11,1,16,14,1,7,9,64,64,37,72,Rostov,Krasnodar,2.0,1.33,2.33,1.6,2.0,1.91,37,37,1.41,1.2,2.61,30,True,True,True,True,True,False,True,Russian_Premier_League,,14,50%,100%,,,,,,,,,,,,,,,2022-10-09 16:00:00
2022-2023,12,1,1,2,12,3,15,1,3,0,0,7,4,10,6,22,11,6,10,52,48,VEB Arena (Moskva),,1,3,2.02,3.5,3.45,1.19,1.85,2.61,1.68,2.13,1.45,1.75,2.65,2.0,1.31,2.46,3.32,1.52,2,1,1,0,0,0,2,1665235800,-1,0,70,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,1,55,26,93,84,1.96,1.11,3.06,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,23,24,1,11,7,1,8,16,80,100,60,100,CSKA Moskva,Dinamo Moskva,2.4,1.27,3.0,1.0,2.09,1.45,20,0,1.97,1.31,3.28,30,True,True,False,False,False,False,True,Russian_Premier_League,,10.33,71%,65%,,,,,,,,,,,,,,,2022-10-08 13:30:00
2022-2023,12,4,0,4,9,2,11,5,1,0,0,7,2,5,4,14,9,12,13,52,48,Olimpiyskiy Stadion Fisht (Sochi),,5,1,1.71,3.75,3.9,1.17,1.62,2.42,1.59,2.3,1.45,1.75,2.65,2.0,1.29,2.34,3.46,1.57,4,1,0,3,0,3,1,1665244800,1495,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,3,0,3,3,1,42,31,75,63,1.55,0.75,2.3,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,1,17,15,1,15,16,1,4,10,70,90,50,80,FK Sochi,Lokomotiv Moskva,1.87,1.6,2.6,0.6,1.55,0.82,30,10,1.97,1.16,3.13,30,True,True,True,True,False,False,False,Russian_Premier_League,,4.99,75%,100%,,,,,,,,,,,,,,,2022-10-08 16:00:00
2022-2023,12,0,0,0,2,4,6,3,3,1,0,3,10,2,8,6,22,9,11,40,60,Stadion Luzhniki (Moskva),,4,3,2.84,3.42,2.7,1.36,2.16,3.8,1.86,1.9,1.58,1.96,2.23,1.75,1.45,3.1,2.67,1.35,0,0,0,0,0,0,0,1665322200,-1,0,60,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,4,1,40,93,95,144,0.83,2.51,3.34,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,1,17,24,1,12,9,1,12,3,60,70,40,60,Torpedo Moskva,Olimpiyets,0.47,0.8,0.6,1.4,0.45,1.09,40,30,1.32,1.02,2.34,30,False,False,False,False,False,False,False,Russian_Premier_League,,8.97,72%,100%,,,,,,,,,,,,,,,2022-10-09 13:30:00
2022-2023,12,2,1,3,6,4,10,1,2,0,0,8,7,11,6,22,19,11,11,52,48,Stadion Gazovik (Rostoshi),,1,2,2.77,3.52,2.7,1.21,1.72,2.69,1.6,2.28,1.54,1.9,2.38,1.84,1.33,2.52,3.2,1.5,3,0,1,2,0,2,1,1665322200,922,0,80,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,1,47,46,88,101,2.09,1.65,3.74,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,25,25,1,12,12,1,8,16,90,90,50,90,Orenburg,Akhmat Grozny,2.2,1.73,2.4,1.8,1.36,1.55,10,10,2.35,1.47,3.82,30,True,True,True,False,False,False,True,Russian_Premier_League,,5.26,51%,5%,,,,,,,,,,,,,,,2022-10-09 13:30:00
2022-2023,12,1,1,2,3,8,11,1,0,0,0,4,8,0,8,5,23,15,6,21,79,Central'nyi Stadion Profsoyuzov (Voronezh),,1,0,7.0,5.0,1.37,1.13,1.44,2.2,1.93,1.83,1.45,1.75,2.65,2.0,1.26,2.25,3.7,1.62,2,1,1,0,0,0,2,1665226800,-1,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,1,28,139,116,204,0.76,2.59,3.35,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,10,32,1,6,19,1,12,0,50,80,20,70,Fakel,Zenit,1.33,2.0,1.2,2.2,0.82,2.64,50,20,1.57,1.67,3.24,30,True,True,False,False,False,False,True,Russian_Premier_League,,4.47,55%,0%,,,,,,,,,,,,,,,2022-10-08 11:00:00
2022-2023,12,2,1,3,6,3,9,0,2,0,0,5,4,6,10,15,17,10,7,40,60,Ekaterinburg Arena (Ekaterinburg),,0,2,2.04,3.19,3.23,1.28,1.91,3.2,1.79,1.98,1.45,1.75,2.55,1.96,1.39,2.78,2.9,1.42,3,1,0,1,1,2,1,1665153000,930,0,57,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,1,0,0,0,0,1.4,1.65,3.05,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,1,19,23,1,7,12,1,12,7,65,82,49,75,Ural,Khimki,1.27,0.33,0.5,0.6,0.64,0.73,35,19,1.51,1.11,2.62,30,True,True,True,False,False,False,True,Russian_Premier_League,,6.71,87%,0%,,,,,,,,,,,,,,,2022-10-07 14:30:00
2022-2023,13,1,2,3,5,4,9,3,4,0,1,2,3,3,1,8,8,7,12,52,48,Rostov Arena (Rostov-na-Donu),,3,5,1.91,3.55,3.75,1.28,1.77,3.14,1.86,1.9,1.53,1.9,2.4,1.85,1.38,2.78,2.94,1.42,3,1,1,0,1,1,2,1665765000,930,0,56,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,4,1,7,1,0,0,0,0,0.69,0.67,1.35,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,1,15,24,1,10,9,1,6,7,66,76,42,73,Rostov,Ural,2.0,1.13,2.43,0.8,2.08,0.83,35,25,1.55,1.16,2.71,30,True,True,True,False,False,False,True,Russian_Premier_League,,1.99,37%,4%,,,,,,,,,,,,,,,2022-10-14 16:30:00
2022-2023,13,2,3,5,6,8,14,2,5,0,0,7,7,8,4,22,14,8,12,62,38,Stadion FK Krasnodar (Krasnodar),,2,5,2.03,3.53,2.82,1.22,1.72,2.77,1.64,2.2,1.5,1.83,2.42,1.87,1.33,2.54,3.18,1.49,5,1,2,1,1,2,3,1665840600,923,0,84,0,20139,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,4,2,5,1,0,0,0,0,1.82,1.54,3.35,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,1,28,15,1,14,9,1,9,10,92,100,42,84,Krasnodar,Akhmat Grozny,1.87,1.73,2.17,1.5,1.75,1.42,9,0,1.64,1.5,3.14,30,True,True,True,True,True,False,True,Russian_Premier_League,,13.94,60%,13%,,,,,,,,,,,,,,,2022-10-15 13:30:00
2022-2023,13,2,0,2,3,4,7,2,4,0,0,6,4,2,1,15,10,7,11,42,58,Solidarnost Arena (Samara),,2,4,2.42,3.4,2.8,1.24,1.8,2.89,1.65,2.18,1.43,1.78,2.66,1.99,1.35,2.64,3.1,1.46,2,2,0,0,0,0,2,1665918000,928,0,54,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,2,2,2,2,4,1,0,0,0,0,1.28,1.11,2.39,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,17,16,1,13,9,1,10,6,50,80,17,54,Krylya Sovetov,FK Sochi,1.2,0.67,0.6,0.67,0.92,1.67,50,20,1.49,1.39,2.88,30,True,True,False,False,False,False,False,Russian_Premier_League,,6.46,51%,53%,,,,,,,,,,,,,,,2022-10-16 11:00:00
2022-2023,13,2,2,4,8,1,9,4,4,0,0,6,5,4,1,11,6,10,7,41,59,VEB Arena (Moskva),,4,4,2.21,3.45,3.05,1.22,1.79,2.77,1.63,2.22,1.43,1.78,2.66,1.99,1.33,2.54,3.18,1.49,4,1,0,1,2,3,1,1665939600,-1,0,69,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,4,2,0,6,2,1,0,0,0,0,1.41,1.0,2.41,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,1,20,24,1,7,10,1,1,10,62,93,40,100,CSKA Moskva,Spartak Moskva,2.4,1.47,2.67,1.86,2.0,2.08,38,7,1.97,1.88,3.85,30,True,True,True,True,False,False,True,Russian_Premier_League,,9.89,66%,12%,,,,,,,,,,,,,,,2022-10-16 17:00:00
2022-2023,13,3,2,5,7,8,15,2,0,0,0,6,6,4,8,12,16,9,11,47,53,VTB Arena (Moskva),,2,0,1.89,3.95,3.94,1.23,1.72,2.85,1.74,2.04,1.43,1.72,2.6,2.0,1.35,2.6,3.1,1.47,5,1,1,2,1,3,2,1665851400,935,0,42,0,11565,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,1,0,0,0,0,1.41,1.7,3.11,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,34,19,1,12,9,1,10,6,50,84,42,92,Dinamo Moskva,Orenburg,1.73,0.87,1.83,0.5,1.42,1.5,50,17,1.19,1.31,2.5,30,True,True,True,True,True,False,True,Russian_Premier_League,,5.55,68%,83%,,,,,,,,,,,,,,,2022-10-15 16:30:00
2022-2023,13,0,1,1,6,5,11,3,3,0,0,2,6,3,4,8,13,10,7,47,53,Stadion Luzhniki (Moskva),,3,3,3.17,3.26,1.97,1.25,1.8,2.98,1.74,2.04,1.48,1.8,2.55,1.95,1.36,2.69,3.04,1.44,1,0,0,0,1,1,0,1665831600,920,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,1,0,0,0,0,1.29,1.67,2.96,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,33,23,1,8,10,1,4,10,59,67,34,67,Torpedo Moskva,Lokomotiv Moskva,0.47,1.6,0.67,0.5,0.5,0.75,42,34,1.22,1.09,2.31,30,True,False,False,False,False,False,False,Russian_Premier_League,,6.73,57%,66%,,,,,,,,,,,,,,,2022-10-15 11:00:00
2022-2023,13,0,3,3,6,7,13,0,1,0,0,0,7,4,5,7,16,13,6,39,61,Stadion Nizhny Novgorod (Nizhniy Novgorod),,0,1,7.2,5.0,1.37,1.17,1.62,2.63,1.95,1.82,1.43,1.78,2.66,1.99,1.3,2.41,3.4,1.54,3,0,2,0,1,1,2,1665927000,921,0,67,0,16286,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,1,0,0,0,0,0.51,1.57,2.08,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,17,20,1,7,12,1,4,6,58,92,34,84,Olimpiyets,Zenit,1.27,2.0,0.83,2.0,1.08,2.5,42,9,1.35,1.82,3.17,30,True,True,True,False,False,False,False,Russian_Premier_League,,8.95,81%,0%,,,,,,,,,,,,,,,2022-10-16 13:30:00
