season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_under_85,pinnacle_corners_over_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2016-2017,3,3,2,5,2,4,6,2,0,0,0,6,4,4,5,10,9,-1,-1,-1,-1,King Fahd International Stadium,"Al-Amir Bandar Ibn Abdul Aziz Street, Riyadh",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,3,1,4,1,1474220700,5067,0,25,0,3101,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,0,50,Al Shabab,Al Ahli,1.15,2.0,1.0,3.0,0.5,3.0,75,75,0.0,0.0,0.0,26,True,True,True,True,True,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-18 17:45:00
2016-2017,4,2,1,3,4,2,6,1,2,0,0,6,4,8,6,14,10,16,9,57,43,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0,1,2,1474478700,5065,0,50,0,2246,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,0,75,Al Ittifaq,Al Batin,1.31,0.31,1.5,0.5,2.0,1.33,50,25,0.0,0.0,0.0,26,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-21 17:25:00
2016-2017,4,3,2,5,5,11,16,0,1,0,0,9,5,5,6,14,11,13,13,41,59,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah)),,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,1,2,3,2,1474558800,5075,0,75,0,2879,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,25,50,Al Raed,Al Fateh,1.92,0.85,1.5,0.5,1.0,0.33,25,25,0.0,0.0,0.0,26,True,True,True,True,True,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-22 15:40:00
2016-2017,4,0,1,1,8,8,16,0,1,0,0,8,5,9,7,17,12,10,13,67,33,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1474565100,5077,0,75,0,4438,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,25,75,Al Nassr,Al Khaleej,2.31,1.0,3.0,0.0,2.0,0.33,25,25,0.0,0.0,0.0,26,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-22 17:25:00
2016-2017,4,1,2,3,3,8,11,1,0,1,0,6,8,4,5,10,13,14,9,39,61,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,1,1,2,1474565100,5066,0,50,0,5820,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,0,100,Al Quadisiya,Al Hilal,1.31,2.85,1.0,3.0,0.67,2.0,100,0,0.0,0.0,0.0,26,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-22 17:25:00
2016-2017,4,2,2,4,3,3,6,2,1,0,0,6,8,6,9,12,17,17,15,42,58,King Fahd International Stadium,"Al-Amir Bandar Ibn Abdul Aziz Street, Riyadh",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,1,2,3,1,1474644600,-1,0,75,0,1125,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,50,75,Al Shabab,Al Taawon,1.15,0.77,2.0,0.0,1.33,1.0,25,25,0.0,0.0,0.0,26,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-23 15:30:00
2016-2017,4,2,1,3,5,1,6,3,4,0,0,3,4,8,0,11,4,12,21,65,35,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,0,2,1,1474644900,5072,0,75,0,205,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,3,3,4,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,0,75,Al Faisaly,Al Wahda,1.23,0.38,2.0,0.0,1.67,1.0,25,25,0.0,0.0,0.0,26,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-23 15:35:00
2016-2017,4,1,1,2,6,5,11,1,1,0,0,4,6,10,3,14,9,6,12,56,44,King Abdullah Sports City,", Jeddah",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1474652700,-1,0,50,0,49732,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,34,34,Al Ahli,Al Ittihad,2.23,2.46,0.0,3.0,2.0,3.0,0,0,0.0,0.0,0.0,26,True,True,False,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-09-23 17:45:00
2016-2017,5,1,2,3,2,4,6,3,2,0,0,5,8,5,5,10,13,17,10,47,53,Prince Saud bin Jalawi Stadium,"Damman Al-Khobar Coastal Road, Khobar",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,0,0,3,1476456900,5067,0,50,0,498,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,25,100,Al Khaleej,Al Shabab,0.77,1.38,0.5,0.0,1.0,1.25,50,50,0.0,0.0,0.0,26,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-14 14:55:00
2016-2017,5,0,0,0,5,7,12,2,0,0,0,4,7,6,11,10,18,17,6,45,55,Prince Abdullah bin Jalawi Sports City Stadium,", Al-Hasa",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1476456900,-1,0,50,0,1408,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,0,50,Al Fateh,Al Ittifaq,1.38,0.77,0.0,3.0,0.25,2.25,50,50,0.0,0.0,0.0,26,False,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-14 14:55:00
2016-2017,5,4,0,4,3,8,11,1,3,0,1,5,3,5,2,10,5,11,15,42,58,Al-Batin FC Stadium,"King Khalid Road, Hafar Al-Batin",1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,3,0,3,1,1476457800,5073,0,50,0,1002,-1,1,-1,-1,-1,-1,-1,-1,0,2,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,0,100,Al Batin,Al Raed,1.69,0.77,3.0,0.0,1.0,1.5,50,50,0.0,0.0,0.0,26,True,True,True,True,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-14 15:10:00
2016-2017,5,3,1,4,10,7,17,2,2,0,0,0,0,0,0,0,0,16,7,-1,-1,King Abdullah Sports City,", Jeddah",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,3,1,4,0,1476465300,5070,0,50,0,17571,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,0,3,1,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,25,50,Al Ittihad,Al Taawon,1.77,0.77,0.0,0.5,2.5,1.0,0,0,0.0,0.0,0.0,26,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-14 17:15:00
2016-2017,5,4,0,4,5,7,12,0,2,0,0,11,2,4,6,15,8,18,15,53,47,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,2,0,2,2,1476550800,5066,0,75,0,8318,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,2,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,100,0,50,Al Hilal,Al Faisaly,2.23,0.92,1.5,1.0,2.25,2.0,75,0,0.0,0.0,0.0,26,True,True,True,True,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-15 17:00:00
2016-2017,5,0,3,3,6,6,12,0,1,0,0,8,8,6,8,14,16,5,14,40,60,King Abdul Aziz Stadium,"King Abdul Aziz Sports City, Sharayea, Mecca",0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,0,1,1,2,1476550800,5069,0,50,0,2275,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,100,Al Wahda,Al Nassr,0.92,1.69,1.5,0.0,0.75,1.5,50,50,0.0,0.0,0.0,26,True,True,True,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-15 17:00:00
2016-2017,5,2,0,2,8,5,13,1,1,0,0,8,2,14,9,22,11,18,12,55,45,King Abdullah Sports City,", Jeddah",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1476550800,5062,0,50,0,14388,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,0,Al Ahli,Al Quadisiya,2.23,0.85,1.0,0.5,1.75,0.5,100,50,0.0,0.0,0.0,26,True,True,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-15 17:00:00
2016-2017,6,0,0,0,3,5,8,1,2,0,0,4,6,8,9,12,15,13,16,55,45,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah)),,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1476976200,-1,0,59,0,3143,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,84,34,84,Al Taawon,Al Fateh,1.62,0.85,1.5,0.33,0.8,0.4,42,17,0.0,0.0,0.0,26,False,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-20 15:10:00
2016-2017,6,1,6,7,8,5,13,2,1,0,0,9,9,9,5,18,14,9,10,37,63,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,1,5,6,1,1476982800,5066,0,75,0,5242,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,2,0,1,0,1,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,59,100,Al Khaleej,Al Hilal,0.77,2.85,0.33,3.0,0.8,2.4,25,0,0.0,0.0,0.0,26,True,True,True,True,True,True,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-20 17:00:00
2016-2017,6,0,1,1,7,5,12,1,3,0,0,0,0,0,0,0,0,15,15,-1,-1,King Abdullah Sports City,", Jeddah",1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1476983700,5067,0,75,0,32196,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,25,50,Al Ittihad,Al Shabab,1.77,1.38,3.0,1.5,2.6,1.6,25,25,0.0,0.0,0.0,26,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-20 17:15:00
2016-2017,6,1,3,4,12,4,16,0,3,0,0,5,6,7,8,12,14,14,16,55,45,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0,2,2,2,1477061100,5076,0,84,0,1530,-1,1,-1,-1,-1,-1,-1,-1,0,2,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,84,17,100,Al Ittifaq,Al Wahda,1.31,0.38,2.0,0.0,2.0,0.6,17,17,0.0,0.0,0.0,26,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-21 14:45:00
2016-2017,6,1,1,2,5,3,8,2,4,0,1,7,7,8,7,15,14,13,21,48,52,Al-Batin FC Stadium,"King Khalid Road, Hafar Al-Batin",2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1477062000,-1,0,0,0,1017,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,4,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,42,0,67,Al Batin,Al Quadisiya,1.69,0.85,3.0,0.33,1.4,0.4,75,59,0.0,0.0,0.0,26,True,True,False,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-21 15:00:00
2016-2017,6,1,0,1,4,8,12,3,2,0,0,7,6,7,10,14,16,26,8,46,54,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah)),,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1477062600,5075,0,75,0,1723,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,42,84,Al Raed,Al Faisaly,1.92,0.92,2.0,0.5,1.2,1.6,25,0,0.0,0.0,0.0,26,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-21 15:10:00
2016-2017,6,1,0,1,8,8,16,3,2,0,0,6,5,5,9,11,14,15,10,48,52,King Fahd International Stadium,"Al-Amir Bandar Ibn Abdul Aziz Street, Riyadh",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1477070100,5069,0,50,0,16501,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,17,67,Al Nassr,Al Ahli,2.31,2.0,2.0,2.0,1.8,2.0,50,50,0.0,0.0,0.0,26,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-21 17:15:00
2016-2017,7,0,1,1,4,3,7,3,2,0,0,4,4,8,8,12,12,11,13,43,57,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1477665600,5074,0,100,0,221,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,2,0,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,42,84,Al Quadisiya,Al Taawon,1.31,0.77,0.5,0.33,0.5,0.83,25,0,0.0,0.0,0.0,26,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-28 14:40:00
2016-2017,7,2,0,2,5,5,10,5,4,0,0,5,4,6,6,11,10,22,10,36,64,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah)),,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1477666800,5075,0,63,0,1942,-1,1,-1,-1,-1,-1,-1,-1,4,1,1,3,5,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,63,13,25,Al Raed,Al Ittifaq,1.92,0.77,2.25,2.0,1.5,1.67,38,38,0.0,0.0,0.0,26,True,True,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-28 15:00:00
2016-2017,7,0,2,2,6,3,9,1,2,0,0,4,4,7,5,11,9,13,11,55,45,King Fahd International Stadium,"Al-Amir Bandar Ibn Abdul Aziz Street, Riyadh",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,2,0,1477674000,5070,0,67,0,35033,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,100,42,42,Al Hilal,Al Ittihad,2.23,2.46,2.0,2.5,2.5,2.17,29,0,0.0,0.0,0.0,26,True,True,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-28 17:00:00
2016-2017,7,2,0,2,7,4,11,2,1,0,0,8,2,7,3,15,5,22,14,55,45,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1477753800,5067,0,59,0,647,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,59,25,59,Al Shabab,Al Fateh,1.15,0.85,1.67,0.5,1.83,0.5,42,42,0.0,0.0,0.0,26,True,True,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-29 15:10:00
2016-2017,7,5,1,6,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,King Abdul Aziz Stadium,"King Abdul Aziz Sports City, Sharayea, Mecca",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,3,0,3,3,1477759800,5076,0,67,0,603,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,100,67,84,Al Wahda,Al Batin,0.92,0.31,1.0,0.33,1.0,1.33,17,0,0.0,0.0,0.0,26,True,True,True,True,True,True,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-29 16:50:00
2016-2017,7,1,2,3,4,6,10,5,1,0,0,4,6,4,7,8,13,15,20,43,57,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,0,0,3,1477759800,5069,0,34,0,1629,-1,1,-1,-1,-1,-1,-1,-1,3,0,2,1,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,59,25,84,Al Faisaly,Al Nassr,1.23,1.69,2.33,1.5,1.33,2.0,42,42,0.0,0.0,0.0,26,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-29 16:50:00
2016-2017,7,4,1,5,12,3,15,0,0,0,0,14,2,8,6,22,8,9,19,68,32,King Abdullah Sports City,", Jeddah",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,2,0,2,3,1477760400,5062,0,50,0,8811,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,75,0,50,Al Ahli,Al Khaleej,2.23,1.0,2.0,1.5,1.67,0.67,75,25,0.0,0.0,0.0,26,True,True,True,True,True,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-10-29 17:00:00
