season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_corners_over_95,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_1st_half_under15,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x,date
2019-2020,10,2,2,4,7,8,15,2,2,0,1,7,6,8,6,15,12,13,14,51,49,Recep Tayyip Erdoğan Stadyumu (İstanbul),,2,3,2.2,3.7,2.9,1.14,1.49,2.25,1.44,2.6,1.51,1.83,2.45,1.83,1.22,2.25,3.8,1.6,4,1,0,1,2,3,1,1572787800,-1,0,38,0,-1,1,1,2,6,5,2,8,7,1,1,1,2,2,3,1,97,73,111,89,2.13,1.7,3.83,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,88,38,88,Kasımpaşa,Yeni Malatyaspor,1.41,0.94,1.0,1.5,1.22,1.78,38,13,2.37,1.71,4.08,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,3.36,67%,71%,,,,,,,,,,,,,,,,,2019-11-03 13:30:00
2019-2020,10,1,0,1,3,8,11,1,3,0,0,2,7,6,12,8,19,19,10,34,66,Kadir Has Şehir Stadı (Kayseri),,1,3,6.25,4.4,1.48,1.2,1.65,2.6,1.77,1.95,1.56,1.9,2.33,1.8,1.29,2.4,3.3,1.5,1,0,0,1,0,1,0,1572796800,193,0,75,0,-1,1,1,1,3,2,5,4,7,0,0,1,3,0,4,1,48,121,82,146,1.0,2.56,3.56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,13,75,Kayserispor,Fenerbahçe,1.41,1.0,0.5,1.75,0.44,1.89,50,25,1.69,1.35,3.04,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,1.59,69%,0%,,,,,,,,,,,,,,,,,2019-11-03 16:00:00
2019-2020,10,0,2,2,2,6,8,4,3,0,0,3,7,6,6,9,13,14,22,51,49,Denizli Atatürk Stadyumu (Denizli),,4,3,2.7,3.3,2.55,1.28,1.87,3.2,1.69,2.05,1.56,1.9,2.33,1.8,1.33,2.75,3.0,1.4,2,0,1,0,1,1,1,1572778800,202,0,63,0,-1,1,1,0,1,2,5,1,7,2,1,2,2,3,4,1,66,81,116,119,1.26,1.9,3.16,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,75,13,50,Denizlispor,Sivasspor,1.0,1.35,0.75,0.5,1.22,1.67,63,25,1.48,1.51,2.99,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,3.36,37%,0%,,,,,,,,,,,,,,,,,2019-11-03 11:00:00
2019-2020,11,2,1,3,7,4,11,1,2,0,0,8,7,10,11,18,18,13,9,52,48,Başakşehir Fatih Terim Stadyumu (İstanbul),,1,2,1.25,5.95,10.5,1.14,1.48,2.2,1.95,1.8,1.55,1.92,2.36,1.82,1.26,2.2,3.4,1.58,3,1,0,1,1,2,1,1573401600,196,0,60,0,-1,1,1,4,4,3,0,8,3,0,1,1,1,1,2,1,82,69,107,106,2.28,2.12,4.4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,30,80,İstanbul Başakşehir,Ankaragücü,2.35,0.94,1.6,0.8,1.6,0.9,40,20,1.88,1.17,3.05,34,True,True,True,False,False,False,True,Turkey_Süper_Lig,,3.36,63%,50%,,,,,,,,,,,,,,,,,2019-11-10 16:00:00
2019-2020,11,0,2,2,7,6,13,3,1,0,0,0,5,4,8,4,13,17,13,54,46,Gaziantep Stadyumu (Gaziantep),,3,1,3.5,3.4,2.05,1.29,1.91,3.3,1.77,1.95,1.56,1.91,2.33,1.77,1.4,2.75,2.75,1.4,2,0,2,0,0,0,2,1573318800,187,0,70,0,-1,1,1,3,5,4,1,8,5,2,0,1,1,2,2,1,81,72,109,110,0.85,1.69,2.54,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,80,20,60,Gazişehir Gaziantep,Galatasaray,1.47,1.24,1.6,1.0,1.5,1.6,60,20,1.51,1.63,3.14,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,3.36,53%,0%,,,,,,,,,,,,,,,,,2019-11-09 17:00:00
2019-2020,11,1,1,2,4,4,8,5,5,1,1,3,2,3,2,6,4,19,13,38,62,Bornova Aziz Kocaoğlu Stadyumu (İzmir),,6,6,2.35,3.25,3.05,1.29,1.95,3.35,1.71,2.0,1.64,2.08,2.18,1.7,1.38,2.85,2.75,1.36,2,1,0,0,1,1,1,1573383600,-1,0,30,0,-1,1,1,3,2,1,2,5,3,0,1,6,5,1,11,1,49,47,76,86,0.95,0.74,1.69,0,1,0,1,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,70,30,80,Göztepe,Yeni Malatyaspor,1.41,0.94,1.4,1.4,1.2,1.7,40,30,1.72,1.7,3.42,34,True,True,False,False,False,False,True,Turkey_Süper_Lig,,6.93,41%,38%,,,,,,,,,,,,,,,,,2019-11-10 11:00:00
2019-2020,11,2,0,2,8,1,9,1,3,0,1,12,0,8,2,20,2,10,9,53,47,Yeni Sivas 4 Eylül Stadyumu (Sivas),,1,4,1.87,3.55,4.05,1.29,1.95,3.35,1.83,1.91,1.53,1.9,2.4,1.84,1.4,2.77,2.81,1.41,2,0,0,2,0,2,0,1573309800,202,0,70,0,-1,1,1,3,0,5,1,3,6,0,0,1,4,0,5,1,82,36,118,112,2.69,0.41,3.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,40,60,Sivasspor,Konyaspor,2.18,1.0,2.6,1.4,1.8,1.3,40,20,1.83,1.43,3.26,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,4.7,42%,0%,,,,,,,,,,,,,,,,,2019-11-09 14:30:00
2019-2020,11,2,1,3,2,2,4,2,0,0,0,7,5,9,4,16,9,13,7,47,53,Eryaman Stadyumu (Ankara),,2,0,1.54,4.25,5.5,1.2,1.65,2.65,1.77,2.0,1.56,1.95,2.33,1.8,1.32,2.6,3.0,1.43,3,1,0,1,1,2,1,1573300800,199,0,50,0,-1,1,1,0,1,2,1,1,3,0,0,2,0,0,2,1,77,64,127,108,2.06,1.39,3.45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,80,30,70,Gençlerbirliği,Kayserispor,1.24,0.47,0.4,0.4,0.7,0.7,50,20,1.69,1.15,2.84,34,True,True,True,False,False,False,True,Turkey_Süper_Lig,,1.12,19%,0%,,,,,,,,,,,,,,,,,2019-11-09 12:00:00
2019-2020,11,3,2,5,5,4,9,3,4,1,1,11,6,10,3,21,9,14,14,59,41,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi (İstanbul),,5,5,1.35,5.45,7.25,1.09,1.34,1.91,1.57,2.3,1.43,1.74,2.7,2.02,1.21,1.95,4.1,1.8,5,2,1,1,1,2,3,1573234200,105,0,60,0,-1,1,1,2,2,3,2,4,5,2,4,2,1,6,3,1,95,72,134,110,2.78,1.52,4.29,2,0,2,0,0,0,1,1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,60,90,Fenerbahçe,Kasımpaşa,2.12,1.12,2.0,1.4,1.7,1.2,50,30,2.76,1.48,4.24,34,True,True,True,True,True,False,True,Turkey_Süper_Lig,,3.36,56%,0%,,,,,,,,,,,,,,,,,2019-11-08 17:30:00
2019-2020,11,1,0,1,4,6,10,4,3,1,1,2,5,6,8,8,13,8,18,39,61,Medical Park Stadyumu (Trabzon),,6,5,2.6,3.3,2.65,1.21,1.69,2.7,1.56,2.3,1.52,1.88,2.43,1.86,1.3,2.5,3.1,1.45,1,0,0,1,0,1,0,1573392600,185,0,70,0,-1,1,1,1,4,3,2,5,5,2,0,3,4,2,7,1,56,63,81,77,1.05,1.62,2.67,2,0,1,0,1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,80,40,80,Trabzonspor,Alanyaspor,1.88,1.35,2.0,1.6,1.6,1.9,50,20,1.95,1.65,3.6,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,6.64,82%,98%,,,,,,,,,,,,,,,,,2019-11-10 13:30:00
2019-2020,11,1,0,1,3,10,13,2,4,1,0,5,9,1,21,6,30,18,13,45,55,Çaykur Didi Stadyumu (Rize),,4,4,2.15,3.3,3.35,1.3,1.95,3.4,1.77,1.95,1.4,1.7,2.81,2.09,1.38,2.85,2.75,1.36,1,1,0,0,0,0,1,1573309800,192,0,50,0,-1,1,1,2,4,1,6,6,7,1,0,2,4,1,6,1,55,113,101,115,1.14,3.32,4.45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,70,10,60,Rizespor,Antalyaspor,1.59,1.41,1.4,1.4,1.1,1.1,40,30,1.86,1.42,3.28,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,4.7,72%,20%,,,,,,,,,,,,,,,,,2019-11-09 14:30:00
2019-2020,11,1,0,1,6,6,12,2,2,0,0,8,4,4,6,12,10,12,16,63,37,Vodafone Park (İstanbul),,2,2,1.56,4.1,5.6,1.2,1.67,2.65,1.77,2.0,1.53,1.9,2.4,1.85,1.29,2.45,3.15,1.47,1,0,0,1,0,1,0,1573401600,109,0,40,0,-1,1,1,1,3,5,3,4,8,1,1,1,1,2,2,1,80,46,142,91,1.91,1.25,3.16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,80,10,60,Beşiktaş,Denizlispor,2.12,1.06,2.2,1.6,1.5,1.1,80,20,1.7,1.33,3.03,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,3.36,63%,50%,,,,,,,,,,,,,,,,,2019-11-10 16:00:00
2019-2020,12,1,2,3,6,7,13,1,1,0,0,5,6,7,11,12,17,10,13,52,48,Recep Tayyip Erdoğan Stadyumu (İstanbul),,1,1,2.15,3.75,2.95,1.18,1.59,2.5,1.53,2.35,1.5,1.87,2.5,1.93,1.3,2.38,3.4,1.53,3,0,0,1,2,3,0,1574602200,199,0,70,0,-1,1,1,6,3,0,4,9,4,0,0,1,1,0,2,1,72,90,106,116,1.63,2.14,3.77,0,1,0,1,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,90,50,80,Kasımpaşa,Gençlerbirliği,1.41,0.88,1.0,1.0,1.09,0.91,30,10,2.32,1.84,4.16,34,True,True,True,False,False,False,True,Turkey_Süper_Lig,,3.36,72%,5%,,,,,,,,,,,,,,,,,2019-11-24 13:30:00
2019-2020,12,0,1,1,4,3,7,3,1,0,0,2,5,6,6,8,11,12,11,40,60,Konya Büyükşehir Belediye Stadyumu (Konya),,3,1,3.2,3.4,2.15,1.33,2.05,3.7,1.83,1.91,1.56,1.95,2.33,1.8,1.44,3.25,2.62,1.33,1,0,0,0,1,1,0,1574528400,109,0,60,0,-1,1,1,2,2,2,1,4,3,0,0,3,1,0,4,1,50,44,119,113,1.02,1.37,2.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,30,80,Konyaspor,Beşiktaş,1.12,1.53,1.2,0.8,1.18,1.64,40,20,1.91,1.73,3.64,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,2.3,81%,40%,,,,,,,,,,,,,,,,,2019-11-23 17:00:00
2019-2020,12,0,1,1,11,5,16,3,3,0,0,4,3,7,5,11,8,17,16,54,46,Türk Telekom Stadyumu (İstanbul),,3,3,2.4,3.3,2.85,1.32,2.0,3.6,1.8,1.95,1.64,2.14,1.79,1.49,1.44,3.0,2.62,1.36,1,0,0,0,1,1,0,1574443800,196,0,50,0,-1,1,1,4,2,7,3,6,10,2,2,1,1,4,2,1,96,65,99,78,1.66,1.18,2.85,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,30,50,Galatasaray,İstanbul Başakşehir,2.06,1.71,2.2,1.6,1.73,1.73,60,30,1.89,1.81,3.7,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,13.87,72%,40%,,,,,,,,,,,,,,,,,2019-11-22 17:30:00
2019-2020,12,1,1,2,5,3,8,2,3,0,0,7,4,15,4,22,8,19,18,56,44,Antalya Stadyumu (Antalya),,2,3,2.0,3.45,3.7,1.26,1.83,3.1,1.67,2.1,1.47,1.81,2.58,1.93,1.36,2.75,3.0,1.4,2,0,1,1,0,1,1,1574701200,-1,0,60,0,-1,1,1,2,3,3,0,5,3,1,3,1,0,4,1,1,97,58,108,95,2.57,1.21,3.78,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,100,60,100,Antalyaspor,Gazişehir Gaziantep,1.24,1.24,0.8,1.4,1.0,1.36,20,0,1.83,1.23,3.06,34,True,True,False,False,False,False,True,Turkey_Süper_Lig,,11.41,52%,75%,,,,,,,,,,,,,,,,,2019-11-25 17:00:00
2019-2020,12,0,3,3,5,5,10,4,2,1,0,3,11,9,9,12,20,18,12,41,59,Eryaman Stadyumu (Ankara),,5,2,3.35,3.45,2.1,1.19,1.62,2.55,1.53,2.35,1.55,1.93,2.36,1.81,1.3,2.38,3.4,1.53,3,0,1,0,2,2,1,1574519400,185,0,80,0,-1,1,1,3,2,2,3,5,5,4,1,1,1,5,2,1,53,69,75,102,1.35,2.52,3.87,0,0,0,0,0,0,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,90,40,60,Ankaragücü,Trabzonspor,0.94,1.94,1.0,1.2,0.82,1.73,40,10,1.43,1.55,2.98,34,True,True,True,False,False,False,False,Turkey_Süper_Lig,,2.24,45%,65%,,,,,,,,,,,,,,,,,2019-11-23 14:30:00
2019-2020,12,0,1,1,6,2,8,3,1,0,0,7,3,7,5,14,8,12,10,52,48,Bahçeşehir Okulları Stadyumu (Alanya),,3,1,1.59,4.0,5.45,1.29,1.91,3.3,1.95,1.8,1.5,1.87,2.5,1.93,1.4,2.75,2.75,1.4,1,0,0,0,1,1,0,1574602200,357,0,60,0,-1,1,1,1,1,5,1,2,6,2,1,1,0,3,1,1,84,48,72,75,1.97,1.06,3.03,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,30,70,Alanyaspor,Göztepe,2.0,1.06,2.2,1.0,1.73,1.18,50,30,2.19,1.09,3.28,34,True,False,False,False,False,False,False,Turkey_Süper_Lig,,4.7,37%,0%,,,,,,,,,,,,,,,,,2019-11-24 13:30:00
2019-2020,12,0,0,0,4,3,7,3,4,0,0,7,5,7,8,14,13,13,21,41,59,Yeni Malatya Stadyumu (Malatya),,3,4,2.55,3.55,2.6,1.22,1.71,2.8,1.59,2.25,1.68,2.15,2.11,1.66,1.33,2.5,3.25,1.5,0,0,0,0,0,0,0,1574611200,-1,0,60,0,-1,1,1,3,2,1,1,5,2,2,2,1,2,4,3,1,81,70,111,113,1.96,1.68,3.64,0,1,0,0,0,1,1,1,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,80,30,70,Yeni Malatyaspor,Fenerbahçe,0.94,1.0,2.0,1.4,1.64,1.82,30,20,2.03,1.59,3.62,34,False,False,False,False,False,False,False,Turkey_Süper_Lig,,2.24,60%,75%,,,,,,,,,,,,,,,,,2019-11-24 16:00:00
2019-2020,12,1,4,5,5,10,15,2,1,0,0,7,8,3,12,10,20,14,14,49,51,Kadir Has Şehir Stadı (Kayseri),,2,1,3.8,3.6,1.91,1.23,1.74,2.85,1.67,2.1,1.4,1.71,2.77,2.06,1.33,2.5,3.25,1.5,5,1,1,0,3,3,2,1574593200,202,0,70,0,-1,1,1,2,4,3,6,6,9,0,0,2,1,0,3,1,66,95,88,100,1.6,2.5,4.09,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,80,10,70,Kayserispor,Sivasspor,1.41,1.35,1.0,1.0,0.64,1.91,70,20,1.56,1.59,3.15,34,True,True,True,True,True,False,True,Turkey_Süper_Lig,,1.59,26%,75%,,,,,,,,,,,,,,,,,2019-11-24 11:00:00
2019-2020,12,2,0,2,7,5,12,3,3,0,0,4,2,7,4,11,6,13,14,56,44,Denizli Atatürk Stadyumu (Denizli),,3,3,2.2,3.35,3.2,1.33,2.0,3.6,1.83,1.91,1.52,1.89,2.43,1.85,1.4,3.0,2.75,1.36,2,0,0,2,0,2,0,1574510400,346,0,30,0,-1,1,1,2,4,5,1,6,6,2,1,1,2,3,3,1,71,56,92,93,1.49,0.93,2.42,1,0,1,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,70,30,60,Denizlispor,Rizespor,1.0,0.47,0.6,0.8,1.0,1.27,70,30,1.44,1.24,2.68,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,3.36,44%,75%,,,,,,,,,,,,,,,,,2019-11-23 12:00:00
2019-2020,13,2,0,2,6,5,11,1,3,0,0,9,4,9,10,18,14,19,10,36,64,Yeni Sivas 4 Eylül Stadyumu (Sivas),,1,3,1.56,4.4,5.2,1.13,1.47,2.15,1.57,2.25,1.34,1.61,3.05,2.23,1.25,2.25,3.5,1.56,2,2,0,0,0,0,2,1575115200,202,0,67,0,-1,1,1,2,0,4,5,2,9,0,3,1,0,3,1,1,57,75,95,112,2.17,1.71,3.88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,84,42,75,Sivasspor,Kasımpaşa,2.18,1.12,2.67,1.17,2.0,1.0,42,17,1.97,1.49,3.46,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,9.17,81%,75%,,,,,,,,,,,,,,,,,2019-11-30 12:00:00
2019-2020,13,1,2,3,5,2,7,3,5,0,0,5,4,10,1,15,5,10,18,60,40,Gaziantep Stadyumu (Gaziantep),,3,5,2.05,3.35,3.6,1.33,2.05,3.65,1.83,1.91,1.59,2.0,2.27,1.76,1.44,2.85,2.66,1.39,3,0,0,1,2,3,0,1575198000,346,0,58,0,-1,1,1,2,0,3,2,2,5,1,1,2,4,2,6,1,104,64,100,83,2.04,1.06,3.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,84,34,75,Gazişehir Gaziantep,Denizlispor,1.47,1.06,1.33,1.33,1.33,1.17,67,17,1.4,1.32,2.72,34,True,True,True,False,False,False,True,Turkey_Süper_Lig,,5.82,87%,75%,,,,,,,,,,,,,,,,,2019-12-01 11:00:00
2019-2020,13,3,1,4,3,2,5,1,0,0,0,5,3,4,10,9,13,16,9,38,62,Çaykur Didi Stadyumu (Rize),,1,0,2.25,3.15,3.35,1.44,2.35,4.5,2.0,1.71,1.49,1.84,2.51,1.9,1.48,3.35,2.45,1.27,4,2,1,1,0,1,3,1575115200,192,0,50,0,-1,1,1,2,1,1,1,3,2,0,0,1,0,0,1,1,47,76,93,138,1.26,1.59,2.85,0,0,0,0,0,0,1,1,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,67,25,50,Rizespor,Konyaspor,1.59,1.0,1.67,1.17,1.17,1.08,59,33,1.74,1.26,3.0,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,5.82,63%,75%,,,,,,,,,,,,,,,,,2019-11-30 12:00:00
2019-2020,13,3,3,6,10,2,12,2,2,0,0,9,8,10,3,19,11,15,12,46,54,Eryaman Stadyumu (Ankara),,2,2,2.15,3.4,3.2,1.24,1.77,2.95,1.65,2.15,1.77,2.28,1.98,1.58,1.35,2.51,3.04,1.49,6,0,1,3,2,5,1,1575048600,-1,0,50,0,-1,1,1,8,0,2,2,8,4,1,0,1,2,1,3,1,97,75,82,78,2.51,1.79,4.3,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,9,84,Gençlerbirliği,Yeni Malatyaspor,1.24,0.94,0.83,1.33,1.08,1.58,50,17,1.75,1.54,3.29,34,True,True,True,True,True,True,True,Turkey_Süper_Lig,,10.29,87%,75%,,,,,,,,,,,,,,,,,2019-11-29 17:30:00
2019-2020,13,5,0,5,6,9,15,1,2,0,0,12,3,5,6,17,9,14,12,48,52,Bahçeşehir Okulları Stadyumu (Alanya),,1,2,1.34,5.2,8.0,1.18,1.59,2.45,1.83,1.91,1.49,1.84,2.51,1.9,1.29,2.4,3.25,1.49,5,2,0,3,0,3,2,1575124200,189,0,59,0,-1,1,1,2,7,4,2,9,6,0,0,1,2,0,3,1,77,75,114,108,2.47,1.33,3.79,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,67,42,75,Alanyaspor,Ankaragücü,2.0,0.94,1.83,0.67,1.58,0.75,50,33,2.16,1.33,3.49,34,True,True,True,True,True,False,False,Turkey_Süper_Lig,,5.82,77%,75%,,,,,,,,,,,,,,,,,2019-11-30 14:30:00
2019-2020,13,1,1,2,5,9,14,5,3,0,0,6,4,7,6,13,10,10,8,39,61,Medical Park Stadyumu (Trabzon),,5,3,2.2,3.45,3.1,1.24,1.77,2.9,1.62,2.15,1.54,1.93,2.37,1.81,1.35,2.51,3.04,1.49,2,0,0,1,1,2,0,1575216000,-1,0,50,0,-1,1,1,3,1,2,8,4,10,1,2,4,1,3,5,1,72,92,96,124,1.76,1.58,3.34,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,67,34,67,Trabzonspor,Galatasaray,1.88,1.24,2.17,1.33,1.83,1.58,58,33,1.8,1.64,3.44,34,True,True,False,False,False,False,True,Turkey_Süper_Lig,,6.93,81%,75%,,,,,,,,,,,,,,,,,2019-12-01 16:00:00
2019-2020,13,2,0,2,7,2,9,1,3,0,0,5,6,5,8,10,14,16,18,50,50,Başakşehir Fatih Terim Stadyumu (İstanbul),,1,3,1.5,4.2,6.2,1.23,1.74,2.9,1.83,1.87,1.43,1.74,2.7,2.02,1.33,2.45,3.14,1.51,2,0,0,2,0,2,0,1575207000,196,0,58,0,-1,1,1,5,0,2,2,5,4,1,1,0,2,2,2,1,76,67,99,109,1.53,1.79,3.32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,75,9,75,İstanbul Başakşehir,Antalyaspor,2.35,1.41,1.83,1.17,1.83,1.0,34,25,1.95,1.73,3.68,34,True,True,False,False,False,False,False,Turkey_Süper_Lig,,17.22,76%,75%,,,,,,,,,,,,,,,,,2019-12-01 13:30:00
2019-2020,13,4,1,5,9,5,14,2,1,0,0,13,4,11,4,24,8,12,10,54,46,Vodafone Park (İstanbul),,2,1,1.2,6.8,12.0,1.09,1.33,1.87,1.74,2.0,1.45,1.78,2.63,1.97,1.18,1.83,4.5,1.83,5,3,0,1,1,2,3,1575306000,109,0,50,0,-1,1,1,5,2,4,3,7,7,0,0,2,1,0,3,1,87,46,87,69,3.03,1.12,4.15,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,25,58,Beşiktaş,Kayserispor,2.12,0.47,2.33,0.33,1.75,0.58,50,17,1.73,1.19,2.92,34,True,True,True,True,True,False,True,Turkey_Süper_Lig,,10.29,61%,77%,,,,,,,,,,,,,,,,,2019-12-02 17:00:00
2019-2020,13,2,2,4,2,4,6,1,7,0,1,6,5,3,7,9,12,11,12,39,61,Bornova Aziz Kocaoğlu Stadyumu (İzmir),,1,8,3.3,3.25,2.2,1.32,2.0,3.6,1.8,1.91,1.59,2.0,2.27,1.76,1.41,3.0,2.65,1.33,4,1,1,1,1,2,2,1575133200,-1,0,42,0,-1,1,1,2,3,0,1,5,1,0,0,1,8,0,9,1,41,57,47,62,1.28,1.51,2.79,1,0,1,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,50,25,59,Göztepe,Fenerbahçe,1.41,1.0,1.33,1.33,1.33,1.75,59,50,1.59,1.61,3.2,34,True,True,True,True,False,False,True,Turkey_Süper_Lig,,6.04,87%,75%,,,,,,,,,,,,,,,,,2019-11-30 17:00:00
